CarParkID,Development,LotType,Agency,id,lat,lng
Q17,BLK 52 STIRLING RD,H,HDB,Q17_H,1.296206346,103.8038246
Q17,BLK 52 STIRLING RD,C,HDB,Q17_C,1.296206346,103.8038246
Q19,BLK 151 MEI LING STREET,H,HDB,Q19_H,1.294701007,103.803258
Q19,BLK 151 MEI LING STREET,C,HDB,Q19_C,1.294701007,103.803258
Q19,BLK 151 MEI LING STREET,Y,HDB,Q19_Y,1.294701007,103.803258
Q41,BLK 80 STRATHMORE AVENUE,C,HDB,Q41_C,1.29410861,103.8094946
Q65,BLK 115A COMMONWEALTH DRIVE,H,HDB,Q65_H,1.30552382,103.7987539
Q65,BLK 115A COMMONWEALTH DRIVE,C,HDB,Q65_C,1.30552382,103.7987539
Q65,BLK 115A COMMONWEALTH DRIVE,Y,HDB,Q65_Y,1.30552382,103.7987539
Q66,BLK 117 COMMONWEALTH DRIVE,C,HDB,Q66_C,1.30670479,103.7994973
Q66,BLK 117 COMMONWEALTH DRIVE,Y,HDB,Q66_Y,1.30670479,103.7994973
Q66,BLK 117 COMMONWEALTH DRIVE,H,HDB,Q66_H,1.30670479,103.7994973
Q67,BLK 116-118 COMMONWEALTH CRESCENT,C,HDB,Q67_C,1.307172812,103.8005433
Q67,BLK 116-118 COMMONWEALTH CRESCENT,Y,HDB,Q67_Y,1.307172812,103.8005433
Q67,BLK 116-118 COMMONWEALTH CRESCENT,H,HDB,Q67_H,1.307172812,103.8005433
Q68,BLK 110 COMMONWEALTH CRESCENT,H,HDB,Q68_H,1.306877426,103.7990047
Q68,BLK 110 COMMONWEALTH CRESCENT,C,HDB,Q68_C,1.306877426,103.7990047
Q68,BLK 110 COMMONWEALTH CRESCENT,Y,HDB,Q68_Y,1.306877426,103.7990047
Q70,BLK 99/102 COMMONWEALTH CRESCENT,Y,HDB,Q70_Y,1.307346071,103.8005493
Q70,BLK 99/102 COMMONWEALTH CRESCENT,H,HDB,Q70_H,1.307346071,103.8005493
Q70,BLK 99/102 COMMONWEALTH CRESCENT,C,HDB,Q70_C,1.307346071,103.8005493
Q73,BLK 91/92 COMMONWEALTH DRIVE,Y,HDB,Q73_Y,1.306253309,103.8003917
Q73,BLK 91/92 COMMONWEALTH DRIVE,H,HDB,Q73_H,1.306253309,103.8003917
Q73,BLK 91/92 COMMONWEALTH DRIVE,C,HDB,Q73_C,1.306253309,103.8003917
Q80,BLK 45/46/47 HOLLAND DRIVE,C,HDB,Q80_C,1.308536481,103.7927017
Q81,BLK 43 HOLLAND DRIVE,C,HDB,Q81_C,1.307536743,103.7931643
Q82,BLK 12/15 HOLLAND AVENUE,C,HDB,Q82_C,1.310998184,103.7943015
Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,C,HDB,Q84_C,1.306780988,103.7966732
Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,Y,HDB,Q84_Y,1.306780988,103.7966732
Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,H,HDB,Q84_H,1.306780988,103.7966732
Q85,NORTH BUONA VISTA ROAD,C,HDB,Q85_C,1.308234591,103.7920457
Q86,BLK 148A MEI LING STREET,H,HDB,Q86_H,1.294563482,103.8038719
Q86,BLK 148A MEI LING STREET,C,HDB,Q86_C,1.294563482,103.8038719
Q86,BLK 148A MEI LING STREET,Y,HDB,Q86_Y,1.294563482,103.8038719
Q87,BLK 5A HOLLAND CLOSE,C,HDB,Q87_C,1.308878937,103.7962384
Q87,BLK 5A HOLLAND CLOSE,Y,HDB,Q87_Y,1.308878937,103.7962384
Q87,BLK 5A HOLLAND CLOSE,H,HDB,Q87_H,1.308878937,103.7962384
Q88,BLK 19A QUEENS CLOSE,C,HDB,Q88_C,1.292990561,103.8005597
Q88,BLK 19A QUEENS CLOSE,Y,HDB,Q88_Y,1.292990561,103.8005597
Q88,BLK 19A QUEENS CLOSE,H,HDB,Q88_H,1.292990561,103.8005597
Q89,BLK 7B COMMONWEALTH AVENUE,H,HDB,Q89_H,1.306246135,103.7950498
Q89,BLK 7B COMMONWEALTH AVENUE,C,HDB,Q89_C,1.306246135,103.7950498
Q89,BLK 7B COMMONWEALTH AVENUE,Y,HDB,Q89_Y,1.306246135,103.7950498
Q94,BLK 102 COMMONWEALTH CRESCENT,C,HDB,Q94_C,1.307637808,103.8005611
Q94,BLK 102 COMMONWEALTH CRESCENT,Y,HDB,Q94_Y,1.307637808,103.8005611
Q94,BLK 102 COMMONWEALTH CRESCENT,H,HDB,Q94_H,1.307637808,103.8005611
Q96,BLK 181-184 STIRLING ROAD,Y,HDB,Q96_Y,1.295347167,103.8044053
Q96,BLK 181-184 STIRLING ROAD,H,HDB,Q96_H,1.295347167,103.8044053
Q96,BLK 181-184 STIRLING ROAD,C,HDB,Q96_C,1.295347167,103.8044053
RC1,BLK 101/102 JALAN RAJAH,C,HDB,RC1_C,1.32854681,103.8515537
RC2,BLK 103/104 JALAN RAJAH,C,HDB,RC2_C,1.327687747,103.8530706
RC3,BLK 105/108 JALAN RAJAH,C,HDB,RC3_C,1.328285544,103.8545641
RCM,BLK 638 VEERASAMY ROAD,C,HDB,RCM_C,1.307157291,103.8554168
RHM,BLK 88A REDHILL CLOSE,C,HDB,RHM_C,1.286463927,103.8185776
RHS,BLK 75A/B REDHILL ROAD,H,HDB,RHS_H,1.288288614,103.8156164
RHS,BLK 75A/B REDHILL ROAD,Y,HDB,RHS_Y,1.288288614,103.8156164
RHS,BLK 75A/B REDHILL ROAD,C,HDB,RHS_C,1.288288614,103.8156164
SAM,BLK 60A STRATHMORE AVENUE,C,HDB,SAM_C,1.292563549,103.8118775
SB1,BLK 306B CANBERRA ROAD,C,HDB,SB1_C,1.446480287,103.8220573
SB2,BLK 316A SEMBAWANG VISTA,C,HDB,SB2_C,1.446448335,103.8205027
SB3,BLK 325A SEMBAWANG CRESCENT,C,HDB,SB3_C,1.444937699,103.8187405
SB4,BLK 313A SEMBAWANG DRIVE,C,HDB,SB4_C,1.444079707,103.8212732
SB5,BLK 322A SEMBAWANG CLOSE,C,HDB,SB5_C,1.446077602,103.818241
SB6,BLK 306A CANBERRA ROAD,C,HDB,SB6_C,1.445341201,103.8225551
SB7,BLK 336A SEMBAWANG CRESCENT,C,HDB,SB7_C,1.446614113,103.8149265
SB8,BLK 330A SEMBAWANG CLOSE,C,HDB,SB8_C,1.447080963,103.8171494
SB9,BLK 335A SEMBAWANG CLOSE,C,HDB,SB9_C,1.447603143,103.8154982
SD1,BLK 40-44 SIMS DRIVE,C,HDB,SD1_C,1.316572678,103.8770833
SD2,BLK 45/50/51 SIMS DRIVE,C,HDB,SD2_C,1.31692246,103.8783649
SD3,BLK 46/47/48/49 SIMS PLACE,C,HDB,SD3_C,1.317329964,103.8792476
SD4,BLK 52 SIMS PLACE,C,HDB,SD4_C,1.316578348,103.8802418
SD5,BLK 53 SIMS PLACE,C,HDB,SD5_C,1.317768921,103.8799149
SD9,BLK 114 LOR 3 GEYLANG,C,HDB,SD9_C,1.31176147,103.8734959
SDM,BLK 114A LORONG 3 GEYLANG MSCP,C,HDB,SDM_C,1.312460212,103.8744514
SE9,BLK 135/141 SERANGOON NORTH AVE 2,C,HDB,SE9_C,1.368417342,103.8744599
SG1,BLK 1/3/8 ST GEORGE RD,C,HDB,SG1_C,1.323228034,103.8610063
SG2,BLK 14/19 ST GEORGE RD,C,HDB,SG2_C,1.32411624,103.8622121
SG3,BLK 20/23 ST GEORGE RD,C,HDB,SG3_C,1.325147,103.8621767
SG4,BLK 9/11 ST GEORGE RD,C,HDB,SG4_C,1.323307854,103.8631036
SH1,BLK 301-313 SHUNFU ROAD,C,HDB,SH1_C,1.350736127,103.8381765
SH2,BLK 320 SHUNFU ROAD,C,HDB,SH2_C,1.352048046,103.8368345
SI1,BLK 101/107 SIMEI STREET 1,C,HDB,SI1_C,1.341109438,103.9513179
SI2,BLK 108/119 SIMEI STREET 1,C,HDB,SI2_C,1.344011471,103.9519156
SI4,BLK 120/122 SIMEI STREET 1,C,HDB,SI4_C,1.344856605,103.9522749
SI6,BLK 132 SIMEI STREET 1,C,HDB,SI6_C,1.346901825,103.9556254
SI7,BLK 132 - 139 SIMEI STREET 1,C,HDB,SI7_C,1.347429684,103.9562922
SI8,BLK 138 SIMEI STREET 1,C,HDB,SI8_C,1.347209307,103.9571221
SI9,BLK 141/147 SIMEI STREET 2,C,HDB,SI9_C,1.345775348,103.9554395
SK1,BLK 133A RIVERVALE STREET,C,HDB,SK1_C,1.388406087,103.9041613
SK2,BLK 236A COMPASSVALE WALK,C,HDB,SK2_C,1.390283407,103.9001141
SK3,BLK 205D COMPASSVALE LANE,C,HDB,SK3_C,1.386044181,103.8974259
SK4,BLK 102A RIVERVALE WALK,C,HDB,SK4_C,1.382133018,103.9000621
SK5,BLK 124D RIVERVALE DRIVE,C,HDB,SK5_C,1.387678488,103.9027451
SK6,BLK 233A COMPASSVALE WALK,C,HDB,SK6_C,1.389467324,103.9009374
SK7,BLK 224E COMPASSVALE WALK,C,HDB,SK7_C,1.389069203,103.8979912
SK8,BLK 126A RIVERVALE STREET,C,HDB,SK8_C,1.389833374,103.9021881
SK9,BLK 146A RIVERVALE CRESCENT,C,HDB,SK9_C,1.390814165,103.9059218
SLS,BLK 4 SAGO LANE CAR PARK,C,HDB,SLS_C,1.281675799,103.842977
SM1,BLK 22 SIN MING ROAD,C,HDB,SM1_C,1.357918085,103.8393282
SM3,BLK 25 SIN MING ROAD,C,HDB,SM3_C,1.354705141,103.8390666
SM9,BLK 24A SIN MING ROAD,C,HDB,SM9_C,1.355495312,103.8368427
SMM,BLK 53A STRATHMORE AVENUE,Y,HDB,SMM_Y,1.293322433,103.8075822
SMM,BLK 53A STRATHMORE AVENUE,H,HDB,SMM_H,1.293322433,103.8075822
SMM,BLK 53A STRATHMORE AVENUE,C,HDB,SMM_C,1.293322433,103.8075822
SPM,BLK 108 SPOTTISWOODE PARK MSCP,Y,HDB,SPM_Y,1.273925817,103.8356316
SPM,BLK 108 SPOTTISWOODE PARK MSCP,C,HDB,SPM_C,1.273925817,103.8356316
SPM,BLK 108 SPOTTISWOODE PARK MSCP,H,HDB,SPM_H,1.273925817,103.8356316
SPS,BLK 101/102 SPOTTISWOODE PARK CAR PARK,Y,HDB,SPS_Y,1.275095461,103.8361731
SPS,BLK 101/102 SPOTTISWOODE PARK CAR PARK,C,HDB,SPS_C,1.275095461,103.8361731
SPS,BLK 101/102 SPOTTISWOODE PARK CAR PARK,H,HDB,SPS_H,1.275095461,103.8361731
T11,BLK 149/151 TAMPINES STREET 12,C,HDB,T11_C,1.350826206,103.943317
T12,BLK 156/160 TAMPINES STREET 12,C,HDB,T12_C,1.35108601,103.9457646
T13,BLK 161/166 TAMPINES STREET 12,C,HDB,T13_C,1.349023987,103.9457387
T15,BLK 201A/201C TAMPINES STREET 21,C,HDB,T15_C,1.353207564,103.9527616
T16,BLK 202/205 TAMPINES STREET 21,C,HDB,T16_C,1.352550051,103.9523121
T17,BLK 201D/209/208A TAMPINES STREET 21,C,HDB,T17_C,1.351983646,103.9532687
T18,BLK 201E TAMPINES STREET 21,C,HDB,T18_C,1.353137417,103.9539457
T19,BLK 210/230 TAMPINES STREET 23,C,HDB,T19_C,1.354534086,103.9533459
T20,BLK 231/238 TAMPINES STREET 21,C,HDB,T20_C,1.356214509,103.9473603
T24,BLK 239/244 TAMPINES STREET 21,C,HDB,T24_C,1.354435326,103.947279
T25,BLK 245/248 TAMPINES STREET 21,C,HDB,T25_C,1.352670759,103.947108
T26,BLK 249/266 TAMPINES STREET 21,C,HDB,T26_C,1.352220928,103.9490982
T27,BLK 251/253 TAMPINES STREET 21,C,HDB,T27_C,1.353005364,103.9481913
T28,BLK 257/260 TAMPINES STREET 21,C,HDB,T28_C,1.354229234,103.9493984
T29,BLK 255/264 TAMPINES STREET 21,C,HDB,T29_C,1.353968765,103.9509606
T30,BLK 267/271 TAMPINES STREET 21,C,HDB,T30_C,1.351063981,103.9494156
T31,BLK 268-270 TAMPINES STREET 21,C,HDB,T31_C,1.351123536,103.9479787
T32,BLK 272-275 TAMPINES STREET 22,C,HDB,T32_C,1.348943596,103.9504465
T34,BLK 283/286 TAMPINES STREET 22,C,HDB,T34_C,1.348911627,103.9526858
T35,BLK 287/298/299A/299B TAMPINES STREET 22,C,HDB,T35_C,1.348883331,103.9542377
T37,"BLK 801, 820, 897/898 TAMPINES AVE 4/STREET 81",C,HDB,T37_C,1.347358095,103.9368644
T38,"BLK 902-916, 942-946 TAMPINES STREET 91",C,HDB,T38_C,1.350012803,103.9392666
T39,BLK 921-941 TAMPINES STREET 91,C,HDB,T39_C,1.346177595,103.9395894
T41,BLK 821/829 TAMPINES STREET 81,C,HDB,T41_C,1.348285841,103.9352805
T42,BLK 824/827 TAMPINES STREET 81,C,HDB,T42_C,1.349288542,103.9327241
T43,BLK 831/841 TAMPINES STREET 83,C,HDB,T43_C,1.351151382,103.9343341
T44,BLK 830/840 TAMPINES STREET 82,C,HDB,T44_C,1.350712225,103.9353733
T45,BLK 843/855 TAMPINES STREET 83,C,HDB,T45_C,1.353066409,103.9352058
T46,BLK 842/856 TAMPINES STREET 82,C,HDB,T46_C,1.352497622,103.9365303
T47,BLK 857/864 TAMPINES STREET 83/AVE 5,C,HDB,T47_C,1.3548701,103.9368995
T48,BLK 865/874A TAMPINES ST 83/84,C,HDB,T48_C,1.353886838,103.93285
T49,BLK 875/886A TAMPINES STREET 84 /AVE 8,C,HDB,T49_C,1.35199088,103.93143
T50,BLK 887-889 TAMPINES ST 81/AVENUE 3,C,HDB,T50_C,1.350722445,103.9310009
T51,BLK 894-896 TAMPINES STREET 81,C,HDB,T51_C,1.348714432,103.9316872
T55,BLK 501/508 TAMPINES CENTRAL 1,C,HDB,T55_C,1.356294749,103.9452519
T57,BLK 885A TAMPINES ST 83,C,HDB,T57_C,1.350746741,103.9330694
T58,BLK 872A TAMPINES ST 86,C,HDB,T58_C,1.355342322,103.9311248
T72,BLK 401/417 TAMPINES STREET 41,C,HDB,T72_C,1.358094178,103.9456102
T73,BLK 418/424 TAMPINES STREET 41,C,HDB,T73_C,1.35808556,103.9469222
T74,BLK 425/428 TAMPINES STREET 41,C,HDB,T74_C,1.35941422,103.9482135
T75,BLK 429/432 TAMPINES STREET 41,C,HDB,T75_C,1.359329003,103.9504544
T76,BLK 433/443 TAMPINES STREET 43,C,HDB,T76_C,1.36016774,103.9516421
T77,BLK 472/484 TAMPINES STREET 43/44,C,HDB,T77_C,1.36167765,103.952775
T78,BLK 444/450 TAMPINES STREET 42,C,HDB,T78_C,1.35767731,103.9512111
T79,BLK 451/460 TAMPINES STREET 42,C,HDB,T79_C,1.357412764,103.9544694
T80,BLK 461/471 TAMPINES STREET 44,C,HDB,T80_C,1.359798752,103.954573
T81,BLK 485A/489C TAMPINES ST 45/AVE 9,C,HDB,T81_C,1.360329828,103.9579675
TB1,BLK 1/2/3/4/6 TELOK BLANGAH CRES,H,HDB,TB1_H,1.278380636,103.818525
TB1,BLK 1/2/3/4/6 TELOK BLANGAH CRES,C,HDB,TB1_C,1.278380636,103.818525
TB1,BLK 1/2/3/4/6 TELOK BLANGAH CRES,Y,HDB,TB1_Y,1.278380636,103.818525
TB2,BLK 8-10 TELOK BLANGAH CRES,Y,HDB,TB2_Y,1.277570075,103.8193406
TB2,BLK 8-10 TELOK BLANGAH CRES,H,HDB,TB2_H,1.277570075,103.8193406
TB2,BLK 8-10 TELOK BLANGAH CRES,C,HDB,TB2_C,1.277570075,103.8193406
TB3,BLK 12/22 TELOK BLANGAH CRES,Y,HDB,TB3_Y,1.276839183,103.8194677
TB3,BLK 12/22 TELOK BLANGAH CRES,H,HDB,TB3_H,1.276839183,103.8194677
TB3,BLK 12/22 TELOK BLANGAH CRES,C,HDB,TB3_C,1.276839183,103.8194677
TB6,BLK 27/33 TELOK BLANGAH WAY,H,HDB,TB6_H,1.273950797,103.8221513
TB6,BLK 27/33 TELOK BLANGAH WAY,C,HDB,TB6_C,1.273950797,103.8221513
TB6,BLK 27/33 TELOK BLANGAH WAY,Y,HDB,TB6_Y,1.273950797,103.8221513
TB7,BLK 29/32 TELOK BLANGAH RISE,H,HDB,TB7_H,1.273451485,103.8213992
TB7,BLK 29/32 TELOK BLANGAH RISE,C,HDB,TB7_C,1.273451485,103.8213992
TB7,BLK 29/32 TELOK BLANGAH RISE,Y,HDB,TB7_Y,1.273451485,103.8213992
TB8,BLK 30/31 TELOK BLANGAH RISE,Y,HDB,TB8_Y,1.272644048,103.8207549
TB8,BLK 30/31 TELOK BLANGAH RISE,H,HDB,TB8_H,1.272644048,103.8207549
TB8,BLK 30/31 TELOK BLANGAH RISE,C,HDB,TB8_C,1.272644048,103.8207549
TB9,BLK 32/35 TELOK BLANGAH RISE,Y,HDB,TB9_Y,1.273288998,103.8222334
TB9,BLK 32/35 TELOK BLANGAH RISE,H,HDB,TB9_H,1.273288998,103.8222334
TB9,BLK 32/35 TELOK BLANGAH RISE,C,HDB,TB9_C,1.273288998,103.8222334
TBM,BLK 48A TELOK BLANGAH DRIVE,C,HDB,TBM_C,1.271791286,103.8106687
TE1,BLK 115-117 JALAN BUKIT MERAH,H,HDB,TE1_H,1.281313715,103.826454
TE1,BLK 115-117 JALAN BUKIT MERAH,Y,HDB,TE1_Y,1.281313715,103.826454
TE1,BLK 115-117 JALAN BUKIT MERAH,C,HDB,TE1_C,1.281313715,103.826454
TE2,BLK 105-107 JALAN BUKIT MERAH,C,HDB,TE2_C,1.279982297,103.82508
TE3,BLK 108/110/112 JALAN BUKIT MERAH,C,HDB,TE3_C,1.279741392,103.8261416
TE4,BLK 132-138 JALAN BUKIT MERAH,C,HDB,TE4_C,1.27836964,103.8278436
TG1,BLK 24 & 25 TEBAN GARDENS,C,HDB,TG1_C,1.323312993,103.7376345
TG2,BLK 49 TO 54 TEBAN GARDENS,C,HDB,TG2_C,1.321563395,103.7376214
TG3,BLK 30/31/46/48 TEBAN GARDENS,C,HDB,TG3_C,1.320634993,103.7389774
TG6,"BLK 32, 39/41 TEBAN GARDENS",C,HDB,TG6_C,1.321825139,103.7410927
TG7,BLK 33/38/43/45 TEBAN GARDENS,C,HDB,TG7_C,1.320145363,103.742291
TM3,BLK 496A TAMPINES STREET 43,C,HDB,TM3_C,1.361262783,103.950565
TM4,BLK 494A TAMPINES STREET 43,C,HDB,TM4_C,1.363095229,103.9521615
TM5,BLK 492A TAMPINES STREET 45,C,HDB,TM5_C,1.363086209,103.9541599
TM6,BLK 307A TAMPINES STREET 32,C,HDB,TM6_C,1.353247814,103.9563494
TM7,BLK 311A TAMPINES STREET 33,C,HDB,TM7_C,1.352808967,103.9576252
TM8,BLK 316A TAMPINES STREET 33,C,HDB,TM8_C,1.351500692,103.9572043
TM9,BLK 330A TAMPINES STREET 32,C,HDB,TM9_C,1.353345412,103.9590931
TP2,BLK 85/A/B/C LORONG 4 TOA PAYOH,C,HDB,TP2_C,1.336179632,103.8482415
TP3,BLK 66/70/73 LORONG 4 TOA PAYOH,C,HDB,TP3_C,1.335341206,103.8515502
TP7,BLK 100/103-106 LORONG 1 TOA PAYOH,C,HDB,TP7_C,1.339803902,103.8487652
TP8,BLK 91-96/98/100 LORONG 3 TOA PAYOH,C,HDB,TP8_C,1.339391742,103.848451
TPM,BLK 1/6 TANJONG PAGAR MSCP,C,HDB,TPM_C,1.2754814,103.8422974
TR1,BLK 102/107 TOWNER ROAD,C,HDB,TR1_C,1.319730403,103.8611096
TRM,BLK 14A KAMPONG ARANG ROAD,C,HDB,TRM_C,1.300331304,103.8836578
TRM,BLK 14A KAMPONG ARANG ROAD,Y,HDB,TRM_Y,1.300331304,103.8836578
TRM,BLK 14A KAMPONG ARANG ROAD,H,HDB,TRM_H,1.300331304,103.8836578
TRS,BLK 14 KAMPONG ARANG ROAD,C,HDB,TRS_C,1.300649419,103.8834701
TW1,BLK 25/26 TECK WHYE LANE,C,HDB,TW1_C,1.377688149,103.7551592
TW2,BLK 15-20 TECK WHYE LANE,C,HDB,TW2_C,1.378749975,103.7544749
TW3,BLK 8/11 TECK WHYE LANE,C,HDB,TW3_C,1.380330069,103.754505
TW4,BLK 1/7 TECK WHYE AVENUE,C,HDB,TW4_C,1.382072511,103.7530985
U10,BLK 178/184 BUKIT BATOK WEST AVENUE 8,C,HDB,U10_C,1.345803542,103.7437242
U11,BLK 166 BUKIT BATOK WEST AVENUE 8,C,HDB,U11_C,1.347420917,103.7433032
U11,BLK 166 BUKIT BATOK WEST AVENUE 8,H,HDB,U11_H,1.347420917,103.7433032
U12,BLK 201/211 BUKIT BATOK STREET 21,C,HDB,U12_C,1.346961572,103.7494703
U13,BLK 212/230 BUKIT BATOK STREET 21,C,HDB,U13_C,1.347803447,103.7532223
U15,BLK 231/237 BUKIT BATOK EAST AVENUE 5,C,HDB,U15_C,1.3488837,103.7554363
U17,BLK 242/253 BUKIT BATOK EAST AVE 2/5,C,HDB,U17_C,1.350095966,103.7568056
U18,BLK 254/265 BUKIT BATOK EAST AVE 4,C,HDB,U18_C,1.351089412,103.7587334
U19,BLK 266/284 BUKIT BATOK EAST AVE 3/4,C,HDB,U19_C,1.348502857,103.7583224
U21,BLK 301/309 BUKIT BATOK STREET 31,C,HDB,U21_C,1.357355414,103.7485836
U22,BLK 310/323 BUKIT BATOK STREET 32/33,C,HDB,U22_C,1.360764333,103.7465146
U23,BLK 407-426 BUKIT BATOK WEST AVE 2/4,C,HDB,U23_C,1.363021193,103.7455653
U24,BLK 324/336 BUKIT BATOK STREET 32/33,C,HDB,U24_C,1.36390798,103.7476453
U25,BLK 337-353/355-356 BUKIT BATOK ST 34,C,HDB,U25_C,1.363105248,103.75001
U26,BLK 354/357-370 BUKIT BATOK ST 31,C,HDB,U26_C,1.360516341,103.7501314
U27,BLK 371-373 BUKIT BATOK ST 31,C,HDB,U27_C,1.359593087,103.7510651
U28,BLK 374-376 BUKIT BATOK ST 31,C,HDB,U28_C,1.35787574,103.7505612
U29,BLK 376 BUKIT BATOK MSCP,C,HDB,U29_C,1.358592199,103.7492986
U30,BLK 523-525 BUKIT BATOK STREET 52,C,HDB,U30_C,1.356914376,103.7526952
U31,BLKS 526-534 BUKIT BATOK STREET 51,C,HDB,U31_C,1.356913403,103.7510736
U32,BLKS 512-514 BUKIT BATOK STREET 52,C,HDB,U32_C,1.354100234,103.752614
U33,BLKS 535-542 BUKIT BATOK STREET 51/52,C,HDB,U33_C,1.354978239,103.751307
U34,BLKS 501-511 BUKIT BATOK ST 52,C,HDB,U34_C,1.351733686,103.7537032
U38,BLK 185/187 BUKIT BATOK WEST AVENUE 6,C,HDB,U38_C,1.346726093,103.7445771
U39,BLK 631 BUKIT BATOK CENTRAL,C,HDB,U39_C,1.349759432,103.7509888
U40,BLK 644A BUKIT BATOK CENTRAL,C,HDB,U40_C,1.348632401,103.7513683
U41,BLK 632/644 BUKIT BATOK CENTRAL,C,HDB,U41_C,1.349484597,103.7520483
U43,BLK 404A BUKIT BATOK WEST AVENUE 7,C,HDB,U43_C,1.365083114,103.7459369
U45,BLK 285A BUKIT BATOK EAST AVE 3,C,HDB,U45_C,1.346918492,103.7578989
U46,BLK 297 - 299 BUKIT BATOK ST 22 BUKIT BATOK STREET 22,C,HDB,U46_C,1.344168211,103.7476269
U48,BLK 350 BUKIT BATOK STREET 32,C,HDB,U48_C,1.361434319,103.7487706
U50,BLK 230A BUKIT BATOK ST 21 BUKIT BATOK ST 21,C,HDB,U50_C,1.347341945,103.7556517
U51,BLK 412A BUKIT BATOK WEST AVE 4,C,HDB,U51_C,1.364844192,103.7464839
U52,BLK 194 BUKIT BATOK WEST AVE 6,C,HDB,U52_C,1.344607696,103.745017
U54,241A BUKIT BATOK EAST AVE 5,C,HDB,U54_C,1.350732203,103.7552395
UA2,BLK 3 TO 5 UPPER ALJUNIED LANE,C,HDB,UA2_C,1.33369096,103.8792288
UA3,BLK 10/11/19 TO 21 JOO SENG ROAD,C,HDB,UA3_C,1.334654435,103.8806279
UA5,BLK 12 TO 18 JOO SENG ROAD,C,HDB,UA5_C,1.336513363,103.8811821
W10,BLK 4/5 MARSILING ROAD,C,HDB,W10_C,1.439351793,103.7753202
W11,BLK 22/27 MARSILING DRIVE,C,HDB,W11_C,1.442266714,103.7727115
W13,BLK 201/206 MARSILING DRIVE,C,HDB,W13_C,1.443537279,103.7748079
W14,BLK 210/218 MARSILING CRESCENT,C,HDB,W14_C,1.447052216,103.7729747
W15,WOODLANDS CENTRE ROAD,C,HDB,W15_C,1.438192219,103.7706279
W17,BLK 101-113 WOODLANDS ST 13,C,HDB,W17_C,1.436681968,103.7816472
W18,BLK 114-133 MARSILING RISE,C,HDB,W18_C,1.439042502,103.780443
W19,BLK 134-143 MARSILING RD,C,HDB,W19_C,1.437594552,103.7772083
W20,BLK 144-166 WOODLANDS ST 13,C,HDB,W20_C,1.435038031,103.7747503
W21,BLK 167-179 WOODLANDS ST 13,C,HDB,W21_C,1.433804107,103.7770959
W23,BLK 336-350 WOODLANDS STREET 32,C,HDB,W23_C,1.432211252,103.7811257
W24,BLK 321-335 WOODLANDS STREET 32,C,HDB,W24_C,1.430630659,103.7794046
W25,BLK 307-320 WOODLANDS AVENUE 1,C,HDB,W25_C,1.430651073,103.7762651
W26,BLK 301/302 WOODLANDS ST 31,C,HDB,W26_C,1.431684328,103.7742861
W27,BLK 303 WOODLANDS ST 31,C,HDB,W27_C,1.431025193,103.7739106
W28,BLK 304/305 WOODLANDS ST 31,C,HDB,W28_C,1.43011733,103.7738571
W30,BLK 305 WOODLANDS ST 31,C,HDB,W30_C,1.4302902,103.7740683
W36,BLK 801-810 WOODLANDS STREET 81,C,HDB,W36_C,1.441378362,103.7864191
W37,BLK 816-821 WOODLANDS STREET 82,C,HDB,W37_C,1.441875323,103.7904322
W39,BLK 830-836 WOODLANDS STREET 83,C,HDB,W39_C,1.439900282,103.791228
W40,BLK 837-850 WOODLANDS STREET 82,C,HDB,W40_C,1.441596281,103.7920159
W41,BLK 851-856 WOODLANDS STREET 83,C,HDB,W41_C,1.43995591,103.7930911
W43,BLK 406A WOODLANDS STREET 41,C,HDB,W43_C,1.429503833,103.7720609
W44,BLK 413A WOODLANDS STREET 41,C,HDB,W44_C,1.427989855,103.7722639
W45,BLK 421A WOODLANDS STREET 41,C,HDB,W45_C,1.427981404,103.7751618
W46,BLK 426A WOODLANDS STREET 41,C,HDB,W46_C,1.426657099,103.7736755
W48,BLK 874A WOODLANDS STREET 81,C,HDB,W48_C,1.443167899,103.789026
W49,BLK 839A WOODLANDS STREET 82,C,HDB,W49_C,1.442907681,103.7920282
W4M,BLK 7A MARSILING DRIVE,C,HDB,W4M_C,1.441558533,103.7759835
W50,BLK 846A WOODLANDS AVENUE 4,C,HDB,W50_C,1.442925618,103.7936948
W51,BLK 866A WOODLANDS STREET 83,C,HDB,W51_C,1.442289975,103.7926353
W52,BLK 823A WOODLANDS STREET 82,C,HDB,W52_C,1.441398372,103.7894865
W53,BLK 881A WOODLANDS STREET 82,C,HDB,W53_C,1.444494153,103.7914333
W54,BLK 824A WOODLANDS STREET 81,C,HDB,W54_C,1.439418879,103.7890751
W55,BLK 859A WOODLANDS STREET 83,C,HDB,W55_C,1.439804802,103.7944706
W56,BLK 891C WOODLANDS DRIVE 50,C,HDB,W56_C,1.438159953,103.7914674
W57,BLK 892C WOODLANDS DRIVE 50,C,HDB,W57_C,1.436782135,103.7894508
W58,BLK 895D WOODLANDS DRIVE 50,C,HDB,W58_C,1.436050162,103.7922524
W59,BLK 897D WOODLANDS DRIVE 50,C,HDB,W59_C,1.436324151,103.7946098
W5M,BLK 13A MARSILING LANE,C,HDB,W5M_C,1.441639404,103.7787534
