CarParkID,Development,LotType,Agency,id,lat,lng
BM6,BLK 61 LENGKOK BAHRU,C,HDB,BM6_C,1.289533391,103.8137645
BM9,BLK 58/59 LENGKOK BAHRU,C,HDB,BM9_C,1.289097999,103.814358
BP1,BLK 101/109 BUKIT PURMEI ROAD,C,HDB,BP1_C,1.272794946,103.82487
BP2,BLK 110/115 BUKIT PURMEI ROAD,C,HDB,BP2_C,1.274091691,103.8270043
BR4,BLK 81/89 WHAMPOA DRIVE,C,HDB,BR4_C,1.32357726,103.8554214
BR5,BLK 74/75 WHAMPOA DRIVE,C,HDB,BR5_C,1.324908971,103.8581906
BR6,BLK 92 WHAMPOA DRIVE,C,HDB,BR6_C,1.323038825,103.8535358
BR8,BLK 76/77 LORONG LIMAU,C,HDB,BR8_C,1.325160011,103.8545583
BR9,BLK 69 MOULMEIN ROAD,C,HDB,BR9_C,1.31896257,103.8507431
BRM,BLK 39 BENDEMEER ROAD,C,HDB,BRM_C,1.320747202,103.8661729
BTM,BLK 2B BOON TIONG ROAD,C,HDB,BTM_C,1.286783924,103.8332897
BTM,BLK 2B BOON TIONG ROAD,H,HDB,BTM_H,1.286783924,103.8332897
BTM,BLK 2B BOON TIONG ROAD,Y,HDB,BTM_Y,1.286783924,103.8332897
BWM,BLK 2A JLN BUKIT MERAH,C,HDB,BWM_C,1.286875302,103.8066545
C10,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",H,HDB,C10_H,1.318463207,103.7689629
C10,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",C,HDB,C10_C,1.318463207,103.7689629
C10,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",Y,HDB,C10_Y,1.318463207,103.7689629
C11,"BLK 321-322,324-326 CLEMENTI AVENUE 5",C,HDB,C11_C,1.31589499,103.7661416
C12,"BLK 301-302,305-308 CLEMENTI AVENUE 4",H,HDB,C12_H,1.321789844,103.7661061
C12,"BLK 301-302,305-308 CLEMENTI AVENUE 4",C,HDB,C12_C,1.321789844,103.7661061
C12,"BLK 301-302,305-308 CLEMENTI AVENUE 4",Y,HDB,C12_Y,1.321789844,103.7661061
C16,BLK 430-435 CLEMENTI AVE 3,C,HDB,C16_C,1.314313927,103.7624816
C17,"BLK 442-444,442A CLEMENTI AVE 3",Y,HDB,C17_Y,1.313857729,103.7638966
C17,"BLK 442-444,442A CLEMENTI AVE 3",H,HDB,C17_H,1.313857729,103.7638966
C17,"BLK 442-444,442A CLEMENTI AVE 3",C,HDB,C17_C,1.313857729,103.7638966
C18,BLK 426/428 CLEMENTI AVE 3,C,HDB,C18_C,1.312271663,103.7633744
C20,BLK 449-451 CLEMENTI AVE 3,C,HDB,C20_C,1.313347821,103.7652617
C24,BLK 110/118 CLEMENTI STREET 13,C,HDB,C24_C,1.324197621,103.7712867
C24,BLK 110/118 CLEMENTI STREET 13,H,HDB,C24_H,1.324197621,103.7712867
C24,BLK 110/118 CLEMENTI STREET 13,Y,HDB,C24_Y,1.324197621,103.7712867
C25,BLK 101-104 CLEMENTI STREET 14,Y,HDB,C25_Y,1.322392723,103.7690555
C25,BLK 101-104 CLEMENTI STREET 14,C,HDB,C25_C,1.322392723,103.7690555
C25,BLK 101-104 CLEMENTI STREET 14,H,HDB,C25_H,1.322392723,103.7690555
C26,BLK 105-107 CLEMENTI STREET 12,Y,HDB,C26_Y,1.322587761,103.7699291
C26,BLK 105-107 CLEMENTI STREET 12,C,HDB,C26_C,1.322587761,103.7699291
C26,BLK 105-107 CLEMENTI STREET 12,H,HDB,C26_H,1.322587761,103.7699291
C27,BLK 108/109 CLEMENTI STREET 11,C,HDB,C27_C,1.322242263,103.7705128
C27,BLK 108/109 CLEMENTI STREET 11,H,HDB,C27_H,1.322242263,103.7705128
C27,BLK 108/109 CLEMENTI STREET 11,Y,HDB,C27_Y,1.322242263,103.7705128
C29,BLK 501-505 WEST COAST DRIVE,C,HDB,C29_C,1.312614612,103.7592318
C30,BLK 507-509 WEST COAST DRIVE,C,HDB,C30_C,1.311458097,103.7614211
C31,BLK 510/511 WEST COAST ROAD,C,HDB,C31_C,1.310563194,103.7605991
C32,BLK 514-519 WEST COAST ROAD,C,HDB,C32_C,1.308625559,103.7590812
C33,BLK 601-613 CLEMENTI WEST STREET 1,C,HDB,C33_C,1.304559438,103.7668576
C34,BLK 702/703 WEST COAST ROAD,C,HDB,C34_C,1.307010315,103.7609363
C35,BLK 704-714 CLEMENTI WEST STREET 2,C,HDB,C35_C,1.305612302,103.7614392
C36,BLK 728/729 CLEMENTI WEST STREET 2,C,HDB,C36_C,1.305309675,103.7635574
C37,"BLK 720-727,730-731 CLEMENTI WEST STREET 2",C,HDB,C37_C,1.303538317,103.7639717
C38,BLK 715-717 CLEMENTI WEST STREET 2,C,HDB,C38_C,1.302806668,103.7625268
C3M,BLK 416A CLEMENTI AVE 1,H,HDB,C3M_H,1.309813588,103.770131
C3M,BLK 416A CLEMENTI AVE 1,C,HDB,C3M_C,1.309813588,103.770131
C3M,BLK 416A CLEMENTI AVE 1,Y,HDB,C3M_Y,1.309813588,103.770131
C4M,BLK 413A COMMONWEALTH AVENUE WEST,H,HDB,C4M_H,1.311480109,103.7705025
C4M,BLK 413A COMMONWEALTH AVENUE WEST,C,HDB,C4M_C,1.311480109,103.7705025
C4M,BLK 413A COMMONWEALTH AVENUE WEST,Y,HDB,C4M_Y,1.311480109,103.7705025
CAM,BLK 88 TANGLIN HALT RD,C,HDB,CAM_C,1.301821057,103.7982057
CAM,BLK 88 TANGLIN HALT RD,Y,HDB,CAM_Y,1.301821057,103.7982057
CAM,BLK 88 TANGLIN HALT RD,H,HDB,CAM_H,1.301821057,103.7982057
CC1,BLK 1/2 CHAI CHEE STREET,C,HDB,CC1_C,1.326621271,103.9229114
CC4,"BLK 22/24, 59/63, 803/805 CHAI CHEE ROAD",C,HDB,CC4_C,1.325761538,103.9213875
CC5,BLK 27 CHAI CHEE ROAD,C,HDB,CC5_C,1.324822461,103.9234007
CC6,BLK 25-27 CHAI CHEE ROAD,C,HDB,CC6_C,1.323513814,103.9235646
CC7,BLK 29/37 CHAI CHEE AVENUE,C,HDB,CC7_C,1.325246206,103.9256873
CC8,BLK 55/58 CHAI CHEE DRIVE,C,HDB,CC8_C,1.326895488,103.9194412
CC9,BLK 41/42 CHAI CHEE STREET,C,HDB,CC9_C,1.327720116,103.9259951
CDM,BLK 54 CWEALTH DR,H,HDB,CDM_H,1.301636409,103.7967914
CDM,BLK 54 CWEALTH DR,C,HDB,CDM_C,1.301636409,103.7967914
CDM,BLK 54 CWEALTH DR,Y,HDB,CDM_Y,1.301636409,103.7967914
CK1,BLK 101/108 TECK WHYE LANE,C,HDB,CK1_C,1.377844092,103.7533965
CK2,BLK 109/117 TECK WHYE LANE,C,HDB,CK2_C,1.379252781,103.7513717
CK3,BLK 118/124 TECK WHYE LANE,C,HDB,CK3_C,1.378605924,103.7500625
CK4,"BLK 135-138,141,142 & 145 TECK WHYE LANE/AVE",C,HDB,CK4_C,1.380143703,103.7516624
CK6,"BLK 143, 144 & 146 TECK WHYE LANE",C,HDB,CK6_C,1.380732698,103.7531056
CK7,BLK 135A TECK WHYE LANE,C,HDB,CK7_C,1.380282259,103.7519605
CK8,BLK 201-221 CHOA CHU KANG CENTRAL,C,HDB,CK8_C,1.382086079,103.7471057
CK9,BLK 223-227 CHOA CHU KANG CENTRAL,C,HDB,CK9_C,1.381495974,103.7449178
